orcid_id,code,country
0000-0001-9240-2573,MIT,US
0000-0001-9245-1455,MSU,RU
0000-0001-9252-0473,MSU,RU
0000-0001-9254-4395,MIT,US
0000-0001-9254-8492,MSU,GE
0000-0001-9256-8506,SPbSU,RU
0000-0001-9267-179X,MIT,US
0000-0001-9267-5651,MIT,US
0000-0001-9274-0484,SPbSU,RU
0000-0001-9274-0548,MIPT,RU
0000-0001-9276-9981,SPbSU,SE
0000-0001-9277-6292,SPbSU,RU
0000-0001-9279-6656,SPbSU,RU
0000-0001-9280-9031,MIT,US
0000-0001-9282-8881,MIT,US
0000-0001-9291-3058,MSU,RU
0000-0001-9291-3058,MSU,RU
0000-0001-9303-3132,MSU,RU
0000-0001-9303-3263,MSU,RU
0000-0001-9306-7033,MSU,RU
0000-0001-9306-7033,MSU,RU
0000-0001-9309-0380,MSU,RU
0000-0001-9311-7395,SPbSU,RU
0000-0001-9325-6272,MIT,US
0000-0001-9326-6905,MSU,RU
0000-0001-9332-0131,MSU,DE
0000-0001-9334-5005,MIT,US
0000-0001-9334-6710,MSU,RU
0000-0001-9338-8427,MIT,US
0000-0001-9338-9083,MIT,US
0000-0001-9344-154X,SPbSU,RU
0000-0001-9351-0541,MIT,US
0000-0001-9356-2528,MIT,US
0000-0001-9362-4813,MIPT,RU
0000-0001-9364-6537,MIT,US
0000-0001-9371-4384,MSU,RU
0000-0001-9371-6494,MSU,RU
0000-0001-9372-1306,MIT,US
0000-0001-9374-7696,MSU,UA
0000-0001-9374-7696,MSU,UA
0000-0001-9377-6745,MIT,US
0000-0001-9379-6287,MIT,US
0000-0001-9379-9592,MIT,US
0000-0001-9380-6449,MIT,US
0000-0001-9382-249X,SPbSU,RU
0000-0001-9389-7985,MIT,US
0000-0001-9392-7558,MSU,RU
0000-0001-9396-5474,SPbSU,RU
0000-0001-9396-9010,MIT,US
0000-0001-9397-8419,SPbSU,PT
0000-0001-9399-3571,MIT,US
0000-0001-9399-4021,SPbSU,RU
0000-0001-9399-4021,SPbSU,RU
0000-0001-9404-081X,MSU,RU
0000-0001-9405-7718,MSU,US
0000-0001-9405-7718,MSU,US
0000-0001-9405-9748,MSU,RU
0000-0001-9405-9748,MSU,RU
0000-0001-9414-976X,SPbSU,RU
0000-0001-9417-0518,MIT,US
0000-0001-9420-4642,MIT,US
0000-0001-9420-4642,MIT,US
0000-0001-9432-4150,MSU,US
0000-0001-9435-0201,MIT,US
0000-0001-9441-4906,MIT,US
0000-0001-9444-6852,MSU,RU
0000-0001-9445-9637,MIPT,RU
0000-0001-9452-9332,SPbSU,RU
0000-0001-9454-0793,MIT,SE
0000-0001-9455-4124,MSU,AU
0000-0001-9455-4124,MSU,AU
0000-0001-9457-4547,MIPT,RU
0000-0001-9460-198X,MIT,US
0000-0001-9460-198X,MIT,US
0000-0001-9462-5287,MIT,US
0000-0001-9465-4758,SPbSU,RU
0000-0001-9474-2352,MSU,KZ
0000-0001-9474-2352,MSU,KZ
0000-0001-9474-2352,MIPT,KZ
0000-0001-9475-5217,MIT,US
0000-0001-9483-437X,MSU,RU
0000-0001-9486-0017,MIT,US
0000-0001-9487-9359,MIT,US
0000-0001-9488-692X,MIT,US
0000-0001-9489-2377,MIT,US
0000-0001-9497-8701,MIT,US
0000-0001-9500-5514,MIT,GB
0000-0001-9503-9132,MSU,RU
0000-0001-9503-9132,MSU,RU
0000-0001-9505-4025,MIPT,RU
0000-0001-9510-1151,MSU,RU
0000-0001-9511-8818,MSU,RU
0000-0001-9518-337X,SPbSU,RU
0000-0001-9520-3780,MIT,US
0000-0001-9522-504X,SPbSU,RU
0000-0001-9524-3600,MIT,US
0000-0001-9526-900X,MSU,RU
0000-0001-9526-900X,MSU,RU
0000-0001-9527-946X,SPbSU,RU
0000-0001-9527-9857,MIT,US
0000-0001-9528-2933,MSU,RU
0000-0001-9530-1225,MSU,US
0000-0001-9530-1225,MSU,US
0000-0001-9534-5797,SPbSU,RU
0000-0001-9539-7853,MSU,RU
0000-0001-9540-8663,MSU,RU
0000-0001-9543-0414,MIT,US
0000-0001-9547-3588,MIT,US
0000-0001-9547-3588,MIT,US
0000-0001-9548-9360,MIPT,RU
0000-0001-9553-3202,MIT,US
0000-0001-9556-3073,MSU,RU
0000-0001-9565-3175,MIT,US
0000-0001-9565-3925,MSU,IR
0000-0001-9565-3925,MSU,IR
0000-0001-9566-0965,MSU,RU
0000-0001-9571-4900,SPbSU,RU
0000-0001-9572-2409,MSU,RU
0000-0001-9572-3452,MIPT,RU
0000-0001-9581-125X,MSU,RU
0000-0001-9581-125X,MSU,RU
0000-0001-9581-125X,MSU,RU
0000-0001-9581-125X,MSU,RU
0000-0001-9581-8494,MSU,US
0000-0001-9582-5838,MSU,RU
0000-0001-9582-5838,MSU,RU
0000-0001-9582-5838,MSU,RU
0000-0001-9582-5838,MSU,RU
0000-0001-9584-1707,MIT,US
0000-0001-9588-6630,MSU,RU
0000-0001-9589-1384,SPbSU,RU
0000-0001-9591-7265,MIT,US
0000-0001-9592-2339,MIT,US
0000-0001-9599-288X,MIT,VE
0000-0001-9601-4375,MIT,US
0000-0001-9605-2590,MIT,US
0000-0001-9607-5485,MIT,US
0000-0001-9611-0009,MIT,US
0000-0001-9614-4217,SPbSU,RU
0000-0001-9618-3013,MSU,IT
0000-0001-9618-3013,MSU,IT
0000-0001-9618-3013,MSU,IT
0000-0001-9618-3013,MSU,IT
0000-0001-9618-5588,MSU,RU
0000-0001-9621-7404,MIT,GB
0000-0001-9621-7404,MIT,GB
0000-0001-9625-3069,MSU,DE
0000-0001-9626-2336,MSU,RU
0000-0001-9626-2336,MSU,RU
0000-0001-9628-0681,MIT,ES
0000-0001-9628-2548,MSU,RU
0000-0001-9628-6987,MIT,US
0000-0001-9629-5648,MSU,RU
0000-0001-9629-6739,MIT,US
0000-0001-9635-0280,SPbSU,RU
0000-0001-9635-0280,SPbSU,RU
0000-0001-9639-9674,MIT,US
0000-0001-9640-2108,MSU,RU
0000-0001-9640-6416,MSU,RU
0000-0001-9641-1901,MIT,US
0000-0001-9642-6388,SPbSU,RU
0000-0001-9646-9230,MIT,US
0000-0001-9649-0080,MIT,US
0000-0001-9650-6732,MIT,GB
0000-0001-9655-614X,MIT,US
0000-0001-9658-0342,MIT,US
0000-0001-9658-0342,MIT,US
0000-0001-9659-0305,MSU,RU
0000-0001-9659-4082,MSU,RU
0000-0001-9659-4648,MIT,US
0000-0001-9661-6069,MIT,CL
0000-0001-9663-5710,MIT,US
0000-0001-9668-1741,MIT,US
0000-0001-9675-6395,SPbSU,RU
0000-0001-9675-6395,SPbSU,RU
0000-0001-9676-0714,MIPT,RU
0000-0001-9676-8783,MIT,US
0000-0001-9678-955X,MSU,SE
0000-0001-9680-3905,MSU,RU
0000-0001-9680-3905,MSU,RU
0000-0001-9681-9296,MIT,US
0000-0001-9682-2647,MSU,RU
0000-0001-9682-2647,MSU,RU
0000-0001-9691-0874,MIT,ES
0000-0001-9695-3604,MIT,US
0000-0001-9697-0420,MIT,US
0000-0001-9697-0420,MIT,US
0000-0001-9703-6525,MIT,US
0000-0001-9707-2956,MIT,US
0000-0001-9714-4382,MIT,US
0000-0001-9714-8404,MSU,RU
0000-0001-9714-8404,MSU,RU
0000-0001-9716-9555,MIT,US
0000-0001-9719-8890,MIT,US
0000-0001-9719-9180,MIPT,RU
0000-0001-9728-6444,MIT,US
0000-0001-9737-4516,MSU,RU
0000-0001-9737-4516,MSU,RU
0000-0001-9742-5299,SPbSU,RU
0000-0001-9742-5299,SPbSU,RU
0000-0001-9751-307X,MIPT,SG
0000-0001-9760-2443,SPbSU,RU
0000-0001-9761-6503,MIT,US
0000-0001-9762-7632,MIT,US
0000-0001-9762-989X,MSU,RU
0000-0001-9772-5881,MIT,IT
0000-0001-9775-0382,MIT,SE
0000-0001-9781-9351,MSU,RU
0000-0001-9782-0440,SPbSU,RU
0000-0001-9782-1101,MSU,RU
0000-0001-9786-7935,MSU,BY
0000-0001-9786-7935,MSU,BY
0000-0001-9789-4618,SPbSU,RU
0000-0001-9791-7066,MIT,US
0000-0001-9793-0615,MIT,US
0000-0001-9794-0290,MSU,RU
0000-0001-9797-5418,MIT,IL
0000-0001-9798-2482,MIT,US
0000-0001-9802-143X,MIT,US
0000-0001-9802-9263,MIT,US
0000-0001-9804-9221,MIT,CN
0000-0001-9805-4311,MIT,US
0000-0001-9807-5200,SPbSU,RU
0000-0001-9808-0448,MIT,US
0000-0001-9810-1958,MSU,RU
0000-0001-9812-2177,SPbSU,PT
0000-0001-9813-0177,MIT,US
0000-0001-9814-1802,MIT,US
0000-0001-9814-1802,MIT,US
0000-0001-9814-1802,MIT,US
0000-0001-9815-6123,MSU,RU
0000-0001-9818-7325,MIT,US
0000-0001-9818-7325,MIT,US
0000-0001-9821-1890,MIPT,RU
0000-0001-9821-9585,MIT,US
0000-0001-9825-0750,MIT,CA
0000-0001-9826-4132,MIT,DE
0000-0001-9828-4483,MIPT,CH
0000-0001-9831-8129,SPbSU,RU
0000-0001-9831-8129,SPbSU,RU
0000-0001-9833-0929,MIT,JP
0000-0001-9836-3595,MIT,CA
0000-0001-9836-3595,MIT,CA
0000-0001-9840-4203,MIT,US
0000-0001-9848-5322,MSU,RU
0000-0001-9848-5322,MSU,RU
0000-0001-9849-1394,MSU,RU
0000-0001-9850-5039,MIT,US
0000-0001-9856-5525,MIT,US
0000-0001-9866-8663,MIT,US
0000-0001-9867-4457,MSU,RU
0000-0001-9867-6866,MSU,NL
0000-0001-9870-8557,MIT,US
0000-0001-9875-0878,MSU,RU
0000-0001-9880-0505,SPbSU,RU
0000-0001-9884-6546,SPbSU,RU
0000-0001-9886-5587,MIT,US
0000-0001-9890-0370,MSU,RU
0000-0001-9890-7935,SPbSU,RU
0000-0001-9890-9981,SPbSU,EE
0000-0001-9900-4412,MSU,RU
0000-0001-9903-2405,MSU,RU
0000-0001-9903-9156,MSU,RU
0000-0001-9909-8148,MIT,US
0000-0001-9919-1908,MIT,US
0000-0001-9919-9088,MIT,GB
0000-0001-9921-1091,MIT,US
0000-0001-9922-3711,MIT,US
0000-0001-9923-8614,SPbSU,RU
0000-0001-9924-8361,MSU,RU
0000-0001-9924-8361,MSU,RU
0000-0001-9930-1193,MSU,SG
0000-0001-9930-5063,MIT,US
0000-0001-9930-5063,MIT,US
0000-0001-9930-5063,MIT,US
0000-0001-9937-2338,MIT,US
0000-0001-9939-9311,MSU,RU
0000-0001-9942-2796,MSU,RU
0000-0001-9944-2666,MIT,US
0000-0001-9944-3431,MIT,TW
0000-0001-9944-3896,MIT,US
0000-0001-9944-6405,MIT,US
0000-0001-9947-4959,SPbSU,RU
0000-0001-9950-5671,MSU,RU
0000-0001-9955-1440,MSU,RU
0000-0001-9955-1440,MSU,RU
0000-0001-9955-1870,MSU,RU
0000-0001-9957-2719,MIT,US
0000-0001-9965-9777,MIT,US
0000-0001-9979-5023,MIT,US
0000-0001-9981-7341,MSU,RU
0000-0001-9987-4530,MSU,RU
0000-0001-9987-4530,MSU,RU
0000-0001-9988-7569,MSU,RU
0000-0001-9990-1754,MIT,FR
0000-0001-9994-1342,MIPT,GB
0000-0001-9994-1342,MIPT,GB
0000-0001-9995-5365,MIT,US
0000-0001-9995-5883,MSU,RU
0000-0001-9995-5883,MSU,RU
0000-0001-9997-3918,SPbSU,RU
0000-0001-9998-8730,MIT,US
0000-0002-0001-7115,MIT,NZ
0000-0002-0001-9794,MIT,SG
0000-0002-0005-3095,MSU,RU
0000-0002-0005-651X,MSU,RU
0000-0002-0006-5010,SPbSU,RU
0000-0002-0008-8490,MIT,US
0000-0002-0008-8490,MIT,US
0000-0002-0014-0092,MSU,RU
0000-0002-0014-4712,MIT,CA
0000-0002-0015-2499,MSU,RU
0000-0002-0016-3761,MSU,RU
0000-0002-0017-4057,MIT,DK
0000-0002-0026-743X,MIPT,CH
0000-0002-0027-3944,MIT,US
0000-0002-0036-5873,MSU,RU
0000-0002-0037-2555,MIPT,US
0000-0002-0037-2555,MIPT,US
0000-0002-0037-6070,MIT,US
0000-0002-0038-0029,SPbSU,RU
0000-0002-0038-7255,MIPT,UA
0000-0002-0039-8392,MIT,BR
0000-0002-0041-1593,MIT,US
0000-0002-0042-6410,MIT,US
0000-0002-0043-009X,MIT,US
0000-0002-0043-2386,MSU,US
0000-0002-0043-2386,MSU,US
0000-0002-0044-4897,MIT,ES
0000-0002-0046-7634,MIT,GB
0000-0002-0052-7801,MIT,US
0000-0002-0055-8982,MSU,RU
0000-0002-0068-8103,MIT,US
0000-0002-0070-1961,MSU,RU
0000-0002-0070-1961,MSU,RU
0000-0002-0074-6756,MSU,RU
0000-0002-0076-0347,SPbSU,RU
0000-0002-0078-3653,MIT,US
0000-0002-0079-4467,MIT,US
0000-0002-0081-2581,MSU,RU
0000-0002-0086-0970,MSU,RU
0000-0002-0086-0970,MSU,RU
0000-0002-0087-2875,MIT,US
0000-0002-0090-8284,MIT,US
0000-0002-0093-4917,MIT,US
0000-0002-0093-5231,MIT,DE
0000-0002-0096-0285,MIT,US
0000-0002-0096-0285,MIT,US
0000-0002-0098-827X,MSU,RU
0000-0002-0098-827X,MSU,RU
0000-0002-0099-9008,MSU,RU
0000-0002-0099-9008,MSU,RU
0000-0002-0101-6229,MSU,US
0000-0002-0101-6229,MSU,US
0000-0002-0107-3258,SPbSU,RU
0000-0002-0109-3515,MIT,US
0000-0002-0114-4300,MSU,RU
0000-0002-0120-0624,MSU,MX
0000-0002-0122-3754,MIT,US
0000-0002-0123-7953,SPbSU,NO
0000-0002-0125-3574,MSU,RU
0000-0002-0128-2877,MIT,US
0000-0002-0130-5987,SPbSU,RU
0000-0002-0132-7094,SPbSU,RU
0000-0002-0134-0600,MSU,US
0000-0002-0134-0600,MSU,US
0000-0002-0136-117X,SPbSU,RU
0000-0002-0142-9787,SPbSU,RU
0000-0002-0156-8234,MSU,RU
0000-0002-0156-8234,MSU,RU
0000-0002-0156-9069,SPbSU,RU
0000-0002-0171-8925,MSU,RU
0000-0002-0172-7047,SPbSU,SE
0000-0002-0172-7047,SPbSU,SE
0000-0002-0179-6405,MIT,US
0000-0002-0180-4102,MSU,BE
0000-0002-0180-4102,MSU,BE
0000-0002-0180-4102,MSU,BE
0000-0002-0180-4102,MSU,BE
0000-0002-0180-4102,MSU,BE
0000-0002-0181-5952,MSU,RU
0000-0002-0187-3968,MSU,RU
0000-0002-0187-3968,MSU,RU
0000-0002-0188-4843,MSU,RU
0000-0002-0190-2140,MSU,RU
0000-0002-0190-2140,MSU,RU
0000-0002-0197-5526,MIT,CH
0000-0002-0197-5526,MIT,CH
0000-0002-0198-2005,MSU,US
0000-0002-0198-2005,MIPT,US
0000-0002-0202-2970,MSU,RU
0000-0002-0204-0255,MIT,CA
0000-0002-0204-0255,MIT,CA
0000-0002-0204-8847,MIT,US
0000-0002-0208-6763,MIT,US
0000-0002-0208-6763,MIT,US
0000-0002-0214-8522,SPbSU,RU
0000-0002-0219-1571,MSU,RU
0000-0002-0221-5887,MSU,RU
0000-0002-0227-2769,MSU,IT
0000-0002-0229-6541,MIT,US
0000-0002-0229-946X,MIT,US
0000-0002-0234-5294,MIT,US
0000-0002-0238-842X,SPbSU,RU
0000-0002-0242-0549,MSU,CO
0000-0002-0247-933X,MSU,RU
0000-0002-0249-4695,MSU,DE
0000-0002-0250-4427,MIT,US
0000-0002-0250-4427,MIT,US
0000-0002-0250-8903,MSU,RU
0000-0002-0251-3454,MIPT,RU
0000-0002-0253-2049,SPbSU,RU
0000-0002-0254-682X,MIT,US
0000-0002-0257-7837,MIT,CA
0000-0002-0261-3914,MSU,AZ
0000-0002-0261-3914,MSU,AZ
0000-0002-0264-0904,MSU,DK
0000-0002-0265-2323,MIT,US
0000-0002-0270-3821,MIT,US
0000-0002-0270-578X,MIT,SG
0000-0002-0270-8550,MSU,GB
0000-0002-0271-3202,SPbSU,RU
0000-0002-0272-7284,MIPT,US
0000-0002-0282-8309,MIT,US
0000-0002-0284-0201,MIT,US
0000-0002-0286-2486,MIT,CH
0000-0002-0291-4215,MIT,US
0000-0002-0297-4461,MIT,CA
0000-0002-0300-773X,MIPT,RU
0000-0002-0310-8071,MIPT,RU
0000-0002-0310-8071,MIPT,RU
0000-0002-0310-8071,MIPT,RU
0000-0002-0311-3305,SPbSU,RU
0000-0002-0311-3305,SPbSU,RU
0000-0002-0312-3773,SPbSU,RU
0000-0002-0313-152X,MIT,US
0000-0002-0313-9193,MSU,RU
0000-0002-0321-8588,SPbSU,RU
0000-0002-0326-5878,MIT,US
0000-0002-0331-2718,SPbSU,RU
0000-0002-0334-017X,MSU,RU
0000-0002-0335-3333,MSU,RU
0000-0002-0337-8223,MIT,US
0000-0002-0338-9600,MSU,RU
0000-0002-0342-6598,SPbSU,RU
0000-0002-0344-2344,MIT,US
0000-0002-0344-2344,MIT,US
0000-0002-0347-3909,MIT,US
0000-0002-0350-7304,SPbSU,RU
0000-0002-0355-6501,MIT,BR
0000-0002-0371-5517,SPbSU,RU
0000-0002-0376-6656,MSU,RU
0000-0002-0383-3943,MSU,GB
0000-0002-0383-7223,MSU,RU
0000-0002-0383-7522,MIT,US
0000-0002-0389-4199,MIT,US
0000-0002-0389-4199,MIT,US
0000-0002-0393-1009,MSU,RU
0000-0002-0394-8062,MIT,US
0000-0002-0400-4303,MIT,US
0000-0002-0402-3977,MSU,RU
0000-0002-0402-3977,MSU,RU
0000-0002-0405-1185,MIT,PR
0000-0002-0406-2597,MIT,US
0000-0002-0408-5393,MIT,US
0000-0002-0413-7413,SPbSU,RU
0000-0002-0417-445X,MIT,US
0000-0002-0417-445X,MIT,US
0000-0002-0417-445X,MIT,US
0000-0002-0417-445X,MIT,US
0000-0002-0417-8143,MSU,RU
0000-0002-0417-8143,MSU,RU
0000-0002-0418-4674,MIT,US
0000-0002-0421-073X,MIT,US
0000-0002-0422-2175,MIT,US
0000-0002-0423-0722,MIT,US
0000-0002-0425-9816,MIT,TR
0000-0002-0425-9816,MIT,TR
0000-0002-0426-9475,MIT,US
0000-0002-0427-0855,MSU,RU
0000-0002-0427-0855,MSU,RU
0000-0002-0431-2648,SPbSU,RU
0000-0002-0432-5617,MSU,RU
0000-0002-0435-117X,MIT,AU
0000-0002-0435-7539,MSU,RU
0000-0002-0437-0733,MSU,RU
0000-0002-0443-5365,MSU,DE
0000-0002-0444-3381,MSU,RU
0000-0002-0447-2975,MSU,RU
0000-0002-0447-7725,MSU,RU
0000-0002-0457-0284,MIPT,RU
0000-0002-0459-9327,MIT,US
0000-0002-0462-2945,MSU,RU
0000-0002-0465-4920,MIT,US
0000-0002-0465-6766,MSU,RU
0000-0002-0469-2898,MIT,US
0000-0002-0482-8353,MSU,RU
0000-0002-0482-8353,MSU,RU
0000-0002-0484-5778,MIPT,RU
0000-0002-0486-010X,MIT,US
0000-0002-0489-2937,MIT,US
0000-0002-0489-4799,SPbSU,RU
0000-0002-0489-9813,MIT,BR
0000-0002-0493-2863,MIT,US
0000-0002-0495-1466,MSU,RU
0000-0002-0497-9338,MIT,US
0000-0002-0504-2643,MIPT,RU
0000-0002-0504-2643,MIPT,RU
0000-0002-0506-6565,MIPT,RU
0000-0002-0508-4624,MIT,KR
0000-0002-0510-5018,MIT,US
0000-0002-0512-3849,SPbSU,RU
0000-0002-0514-8237,MSU,RU
0000-0002-0515-6114,MSU,RU
0000-0002-0525-7169,SPbSU,RU
0000-0002-0526-924X,MSU,US
0000-0002-0528-161X,MIT,US
0000-0002-0533-2982,MIT,US
0000-0002-0534-5097,MIT,US
0000-0002-0535-4081,MSU,RU
0000-0002-0535-4292,MIPT,US
0000-0002-0537-0268,SPbSU,RU
0000-0002-0540-1597,MIT,GB
0000-0002-0540-9425,SPbSU,RU
0000-0002-0542-8757,MSU,BE
0000-0002-0547-8842,MIT,US
0000-0002-0555-8076,MIT,US
0000-0002-0560-9312,MIPT,IT
0000-0002-0570-2349,SPbSU,RU
0000-0002-0570-8433,SPbSU,US
0000-0002-0571-1704,SPbSU,RU
0000-0002-0571-8498,MIT,US
0000-0002-0575-486X,MSU,RU
0000-0002-0577-4481,SPbSU,ES
0000-0002-0577-7797,MIT,US
0000-0002-0588-2714,MIT,US
0000-0002-0590-483X,MIT,US
0000-0002-0599-5145,SPbSU,PT
0000-0002-0600-653X,MIPT,RU
0000-0002-0603-9024,MIT,US
0000-0002-0603-9622,MSU,RU
0000-0002-0604-6531,MSU,RU
0000-0002-0605-6705,SPbSU,RU
0000-0002-0605-9033,MSU,RU
0000-0002-0605-9033,MSU,RU
0000-0002-0609-6117,SPbSU,RU
0000-0002-0615-7784,MSU,RU
0000-0002-0620-945X,MSU,RU
0000-0002-0624-0190,MIT,GR
0000-0002-0626-5902,SPbSU,RU
0000-0002-0634-5005,MIT,US
0000-0002-0634-5005,MIT,US
0000-0002-0634-5005,MIT,US
0000-0002-0636-4281,MIT,PT
0000-0002-0642-0853,MIT,US
0000-0002-0644-6148,MSU,RU
0000-0002-0645-5423,MSU,RU
0000-0002-0646-6499,MSU,RU
0000-0002-0653-3655,MSU,RU
0000-0002-0654-7643,MIT,US
0000-0002-0656-7257,SPbSU,RU
0000-0002-0658-695X,SPbSU,RU
0000-0002-0660-7706,MSU,RU
0000-0002-0660-7706,MSU,RU
0000-0002-0662-6923,MIT,US
0000-0002-0663-2012,SPbSU,RU
0000-0002-0670-1356,MIPT,US
0000-0002-0671-320X,MIT,US
0000-0002-0677-1020,MIT,US
0000-0002-0678-8324,MSU,RU
0000-0002-0678-8324,MSU,RU
0000-0002-0679-6375,MIPT,RU
0000-0002-0679-6818,MSU,RU
0000-0002-0679-6818,MSU,RU
0000-0002-0682-9800,MSU,KR
0000-0002-0684-973X,SPbSU,RU
0000-0002-0692-420X,MSU,RU
0000-0002-0704-7026,MIT,US
0000-0002-0705-3469,SPbSU,RU
0000-0002-0707-2889,MIT,US
0000-0002-0716-2040,MSU,RU
0000-0002-0716-2040,MSU,RU
0000-0002-0717-5685,MIT,FR
0000-0002-0718-6691,MIPT,RU
0000-0002-0719-7702,SPbSU,RU
0000-0002-0722-2517,SPbSU,RU
0000-0002-0723-1974,MIT,CH
0000-0002-0727-2098,MSU,SE
0000-0002-0727-2098,MSU,SE
0000-0002-0728-2835,MIT,US
0000-0002-0728-2835,MIT,US
0000-0002-0728-7425,MIPT,RU
0000-0002-0732-5030,MIPT,RU
0000-0002-0737-6786,MIT,US
0000-0002-0740-6914,MIT,US
0000-0002-0751-7964,SPbSU,RU
0000-0002-0756-527X,MIPT,RU
0000-0002-0756-5587,MIT,US
0000-0002-0758-6521,MIT,US
0000-0002-0759-9998,SPbSU,RU
0000-0002-0760-4734,MIT,US
0000-0002-0766-5705,MIT,US
0000-0002-0774-0146,SPbSU,RU
0000-0002-0776-480X,MSU,SE
0000-0002-0781-5531,MIT,US
0000-0002-0782-3048,MIT,US
0000-0002-0784-405X,MIT,US
0000-0002-0784-5888,MIT,US
0000-0002-0785-4127,MIT,US
0000-0002-0788-9039,MSU,RU
0000-0002-0789-5391,MSU,RU
0000-0002-0789-5391,MSU,RU
0000-0002-0789-5738,MIPT,US
0000-0002-0790-2344,MSU,RU
0000-0002-0790-7858,MIT,US
0000-0002-0792-5984,SPbSU,RU
0000-0002-0792-5984,SPbSU,RU
0000-0002-0799-4357,SPbSU,RU
0000-0002-0801-4795,MSU,BG
0000-0002-0802-0052,MIT,US
0000-0002-0803-3697,MIT,US
0000-0002-0803-3697,MIT,US
0000-0002-0806-7272,MIT,US
0000-0002-0806-985X,MSU,RU
0000-0002-0810-3835,MIT,US
0000-0002-0814-6173,MSU,RU
0000-0002-0815-8828,MIT,US
0000-0002-0816-3985,MSU,RU
0000-0002-0818-2764,MSU,RU
0000-0002-0818-2764,MSU,RU
0000-0002-0820-2913,SPbSU,RU
0000-0002-0820-3238,MSU,RU
0000-0002-0820-3238,MSU,RU
0000-0002-0821-9379,MIT,US
0000-0002-0825-2216,MSU,RU
0000-0002-0825-2216,MSU,RU
0000-0002-0829-3990,MSU,RU
0000-0002-0830-5584,SPbSU,RU
0000-0002-0830-5584,SPbSU,RU
0000-0002-0831-2565,MIT,US
0000-0002-0837-9065,MSU,RU
0000-0002-0838-7751,MIT,TW
0000-0002-0840-4400,MSU,RU
0000-0002-0844-2730,SPbSU,RU
0000-0002-0845-7684,MIT,US
0000-0002-0855-015X,MSU,FR
0000-0002-0855-1849,MSU,PT
0000-0002-0856-2134,MIT,US
0000-0002-0856-2134,MIT,US
0000-0002-0857-9411,MIT,US
0000-0002-0859-7302,MSU,RU
0000-0002-0860-3311,MSU,RU
0000-0002-0866-3680,MIT,US
0000-0002-0866-3680,MIT,US
0000-0002-0868-2574,SPbSU,US
0000-0002-0868-4625,MIT,KR
0000-0002-0868-9418,MIT,US
0000-0002-0877-7637,MIPT,RU
0000-0002-0884-3796,MIT,US
0000-0002-0884-3796,MIT,US
0000-0002-0884-3796,MIT,US
0000-0002-0884-3796,MIT,US
0000-0002-0886-5055,MIT,US
0000-0002-0892-1731,MSU,US
0000-0002-0892-1731,MSU,US
0000-0002-0896-8628,MIT,US
0000-0002-0898-0803,MIT,US
0000-0002-0898-0803,MIT,US
0000-0002-0900-6148,MIT,US
0000-0002-0900-6148,MIT,US
0000-0002-0908-5747,MSU,RU
0000-0002-0908-5747,MSU,RU
0000-0002-0911-7489,SPbSU,RU
0000-0002-0915-8467,SPbSU,RU
0000-0002-0916-8032,MSU,RU
0000-0002-0919-9269,MSU,RU
0000-0002-0921-5513,MSU,RU
0000-0002-0922-5471,MSU,FR
0000-0002-0923-8264,MIT,CH
0000-0002-0925-1143,SPbSU,RU
0000-0002-0929-5373,MIT,US
0000-0002-0930-1171,SPbSU,RU
0000-0002-0930-2713,MSU,RU
0000-0002-0930-2713,MSU,RU
0000-0002-0932-6715,MSU,RU
0000-0002-0936-5300,MIT,US
0000-0002-0941-0634,SPbSU,RU
0000-0002-0943-162X,MIT,US
0000-0002-0944-3153,MIT,US
0000-0002-0946-857X,MIPT,US
0000-0002-0947-7759,MIT,US
0000-0002-0954-945X,MIT,US
0000-0002-0954-945X,MIT,US
0000-0002-0955-6836,MIT,AU
0000-0002-0957-5615,SPbSU,RU
0000-0002-0958-2903,MIPT,RU
0000-0002-0958-8969,MIT,US
0000-0002-0959-6360,MIT,US
0000-0002-0966-5282,MIT,US
0000-0002-0967-9270,MIT,US
0000-0002-0967-9270,MIT,US
0000-0002-0972-5118,MSU,RU
0000-0002-0977-4761,SPbSU,RU
0000-0002-0979-7306,MSU,RU
0000-0002-0979-7306,MSU,RU
0000-0002-0983-0049,SPbSU,FI
0000-0002-0988-1057,MIT,US
0000-0002-0988-1057,MIT,US
0000-0002-0989-6734,MSU,RU
0000-0002-0990-5119,MIT,HK
0000-0002-0990-5119,MIT,HK
0000-0002-0990-7763,MIT,US
0000-0002-0994-9162,MSU,RU
0000-0002-0998-2712,MIPT,AU
0000-0002-1000-5804,MSU,RU
0000-0002-1000-5804,MSU,RU
0000-0002-1001-9333,MIT,US
0000-0002-1007-6426,MSU,RU
0000-0002-1007-6426,MSU,RU
0000-0002-1010-7114,MIT,US
0000-0002-1013-1990,MIT,US
0000-0002-1013-1990,MIT,US
0000-0002-1013-1990,MIT,US
0000-0002-1013-2256,MIT,US
0000-0002-1019-1563,MIT,CN
0000-0002-1019-4836,MIT,RU
0000-0002-1020-0458,SPbSU,RU
0000-0002-1022-0619,SPbSU,RU
0000-0002-1023-4383,MIT,US
0000-0002-1024-168X,MSU,ES
0000-0002-1028-5981,MIT,US
0000-0002-1030-1486,MIT,US
0000-0002-1031-7488,MIT,US
0000-0002-1033-2899,MIT,US
0000-0002-1033-5678,MIPT,RU
0000-0002-1033-7200,MIT,NL
0000-0002-1034-7599,MIT,HK
